@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
241,'2018/11/21 10:37:20:815',6,-4803664,-7108228,-8685451,-4013629,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14215664,-10274777,-12768986,-9942203,-6716544,-1382425,-2370094,-7111827,-7704220,-14213861,-13494257,-10341340,-12574694,-10933727,-11789029,-11062740,-10732235,-9085096,-8032668,-8951199,-14214379,-11849692,-10404047,-8827332,-9352902,-10339797,-10405589,-8295580,-8032408,-6583430,-6122624,-7898515,-7702935,-6058627,-5859963,-7375774,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6585224,-6716809,-7177358,-7176339,-6451848,-6056833,-5793659,-5662072,-5661556,-5464170,-6322053,-7111309,-7572114,-7702941,-6978706,-6583691,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782601,-5529967,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4148567,-4147796,-4147025,-4015437,-3883591,-3751232,-3487027,-2366997,-328194,-65537,-131329,2
242,'2018/11/21 10:37:20:848',6,-4803664,-7108228,-8685451,-4013629,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14215664,-10274777,-12768986,-9942203,-6716544,-1382425,-2370093,-7111827,-7704220,-14213860,-13494257,-10275804,-12574694,-10933727,-11789029,-11062740,-10732234,-9085096,-8032668,-8951199,-14214635,-11849692,-10404047,-8827331,-9352902,-10339797,-10340053,-8295580,-8032408,-6583429,-6122624,-7898259,-7702936,-6058627,-5859963,-7375774,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6585224,-6716553,-7177358,-7176083,-6386312,-6056833,-5793660,-5662072,-5661556,-5464170,-6322053,-7111309,-7572114,-7702941,-6978706,-6583691,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782601,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-131073,2
243,'2018/11/21 10:37:20:880',6,-4803664,-7108228,-8685451,-3948093,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14215664,-10274778,-12768985,-9942203,-6716544,-1382425,-2370093,-7111826,-7704220,-14213861,-13494257,-10275548,-12574694,-10933727,-11789029,-11062740,-10732234,-9085096,-8032668,-8951199,-14214379,-11849692,-10404047,-8827331,-9352902,-10339797,-10340053,-8295580,-8032408,-6583430,-6122624,-7898259,-7702936,-6058627,-5859963,-7375774,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6585224,-6716809,-7177358,-7176339,-6451848,-6056833,-5793660,-5662072,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583691,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782601,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949900,-3883591,-3751232,-3487027,-2366997,-328194,-65537,-131073,2
244,'2018/11/21 10:37:20:914',6,-4803664,-7108228,-8685451,-3947837,-65794,-1,-1,-1,-3029053,-8558755,-10002854,-14215664,-10274777,-12768985,-9942203,-6716544,-1382425,-2370094,-7111827,-7704219,-14213861,-13494257,-10275548,-12574694,-10933727,-11789029,-11062740,-10732234,-9085096,-8098204,-8951199,-14214635,-11849692,-10404047,-8827332,-9352902,-10339797,-10405589,-8295580,-8032408,-6583430,-6122624,-7898515,-7702936,-6058627,-5859964,-7375774,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716809,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661556,-5464170,-6322053,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6717066,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949900,-3883591,-3751232,-3487027,-2366997,-328194,-65537,-131329,2
245,'2018/11/21 10:37:20:948',6,-4803664,-7108228,-8685451,-3947837,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14150128,-10274777,-12768985,-9942203,-6716544,-1382425,-2370094,-7111827,-7704219,-14213861,-13494258,-10275804,-12574694,-10933727,-11789029,-11062740,-10732234,-9085096,-8032668,-8951199,-14214379,-11849692,-10404047,-8827332,-9352902,-10339797,-10340053,-8295580,-8032408,-6583430,-6122624,-7898515,-7702936,-6058627,-5859964,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6451848,-6056833,-5793660,-5662072,-5661557,-5464170,-6322053,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6717066,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-131073,2
246,'2018/11/21 10:37:20:982',6,-4803664,-7108228,-8685450,-3947837,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14150128,-10274777,-12768985,-9942202,-6716544,-1382425,-2370094,-7111826,-7704219,-14213861,-13494258,-10275804,-12574694,-10933727,-11788773,-11062740,-10732234,-9085096,-8032668,-8951199,-14214379,-11849692,-10404047,-8827332,-9352902,-10339797,-10340053,-8295580,-8032408,-6583430,-6122624,-7898516,-7702936,-6058627,-5859964,-7375774,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6650760,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661557,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6320518,-6122882,-5991036,-6187381,-5793910,-6387330,-6717065,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-131329,2
247,'2018/11/21 10:37:21:015',6,-4803664,-7108228,-8685450,-3947837,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14150128,-10274777,-12768985,-9942202,-6716544,-1382425,-2370094,-7111826,-7704219,-14213861,-13494258,-10275804,-12574694,-10933727,-11788773,-11062740,-10732234,-9085096,-8032668,-8951199,-14214379,-11849692,-10404047,-8827332,-9352902,-10339797,-10340053,-8295580,-8032408,-6583430,-6122624,-7898516,-7702936,-6058627,-5859964,-7375774,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6650760,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661557,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6320518,-6122882,-5991036,-6187381,-5793910,-6387330,-6717065,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-131329,2
248,'2018/11/21 10:37:21:049',6,-4803664,-7108228,-8685450,-3947837,-65794,-1,-1,-1,-3028797,-8558755,-10002854,-14150128,-10274777,-12768985,-9942203,-6716544,-1382425,-2304557,-7111826,-7704219,-14279397,-13494257,-10275548,-12574694,-10933728,-11788773,-11062740,-10732234,-9085096,-8032668,-8951199,-14214635,-11849692,-10404047,-8827332,-9352902,-10339798,-10340053,-8295580,-8032408,-6583430,-6122624,-7898516,-7702936,-6058627,-5859964,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6650760,-6716553,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661557,-5464170,-6322053,-7046029,-7572114,-7702942,-6978706,-6583692,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6717066,-5595504,-5398125,-5266538,-5200488,-5068642,-4804696,-4277578,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-131329,2
249,'2018/11/21 10:37:21:081',6,-4803664,-7108228,-8685194,-3947837,-65794,-1,-1,-1,-3028797,-8558755,-9937318,-14150128,-10274777,-12703449,-9942202,-6716288,-1382425,-2304557,-7111827,-7704220,-14279397,-13494257,-10275804,-12574694,-10933728,-11789029,-11062740,-10732234,-9085096,-8032668,-8951199,-14214635,-11849692,-10404047,-8827332,-9352902,-10339797,-10405589,-8295580,-8032408,-6583430,-6122624,-7964052,-7702936,-6058627,-5859964,-7375774,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6650760,-6716553,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661557,-5464170,-6322053,-7111565,-7572114,-7702942,-6978706,-6583692,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6717066,-5529968,-5398125,-5266538,-5200488,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4147025,-4015436,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-131073,2
250,'2018/11/21 10:37:21:116',6,-4803664,-7108228,-8619658,-3947836,-65794,-1,-1,-1,-3028797,-8558755,-9937318,-14150128,-10274777,-12768985,-9876410,-6716287,-1382425,-2304557,-7111827,-7704219,-14213605,-13494257,-10275804,-12574694,-10933728,-11788773,-11062740,-10732234,-9085096,-8032668,-8951199,-14214635,-11784156,-10404047,-8827332,-9352902,-10339798,-10405589,-8295580,-8032408,-6583430,-6122624,-7964052,-7702936,-6058627,-5859964,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6650760,-6716553,-7177358,-7176339,-6451848,-6056833,-5793660,-5662072,-5661557,-5464170,-6322053,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5793910,-6387330,-6782602,-5529968,-5398125,-5266539,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751232,-3487028,-2366997,-327938,-65537,-131073,2
251,'2018/11/21 10:37:21:147',6,-4803664,-7107972,-8619658,-3882044,-65794,-1,-1,-1,-3028797,-8558755,-9937061,-14150128,-10274777,-12768985,-9876410,-6716287,-1382425,-2304557,-7111827,-7704219,-14213604,-13494258,-10275804,-12574694,-10933728,-11789029,-10996948,-10732234,-9085096,-8032668,-8951199,-14214635,-11784156,-10404047,-8827332,-9352903,-10339797,-10405589,-8295580,-8032408,-6583430,-6122624,-7964052,-7702936,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6650760,-6716553,-7177358,-7176339,-6451848,-6056833,-5793660,-5662072,-5661557,-5464170,-6322054,-7046029,-7572114,-7702941,-6978706,-6583691,-6320519,-6122882,-5990780,-6187381,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751489,-3487027,-2366997,-327938,-65537,-65537,2
252,'2018/11/21 10:37:21:182',6,-4803664,-7042436,-8619658,-3882044,-65794,-1,-1,-1,-3028797,-8558755,-9937061,-14149872,-10274777,-12703449,-9876409,-6650751,-1382425,-2304557,-7046291,-7704219,-14213604,-13494258,-10275548,-12574694,-10933728,-11788773,-10996948,-10732234,-9085096,-8032668,-8951199,-14214635,-11784156,-10404047,-8827332,-9352903,-10339798,-10405589,-8295580,-8032408,-6583430,-6122625,-7964052,-7702936,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464692,-5794166,-6585224,-6716809,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661557,-5464170,-6322054,-7046029,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751233,-3487027,-2366997,-327938,-65537,-65537,2
253,'2018/11/21 10:37:21:214',6,-4738128,-7042436,-8619657,-3882044,-65794,-1,-1,-1,-2963261,-8558755,-9871525,-14149872,-10274777,-12703449,-9876409,-6650750,-1316888,-2304557,-7111827,-7704219,-14213604,-13428721,-10275548,-12574694,-10933728,-11788773,-10996948,-10732234,-9085096,-8032668,-8951199,-14214635,-11784156,-10404047,-8827332,-9418439,-10339797,-10405589,-8295580,-8032408,-6583430,-6122625,-7964052,-7702936,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661557,-5464170,-6322053,-7046029,-7572114,-7702942,-6978706,-6583692,-6320263,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068386,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65793,2
254,'2018/11/21 10:37:21:248',6,-4738128,-7042435,-8619401,-3882043,-65794,-1,-1,-1,-2963260,-8558755,-9871525,-14149872,-10274777,-12768985,-9876409,-6650494,-1382424,-2304301,-7111826,-7704219,-14213604,-13428721,-10275548,-12574694,-10933727,-11788773,-10996948,-10731978,-9084840,-8032668,-9016735,-14214635,-11784156,-10404047,-8827332,-9418438,-10339797,-10405589,-8295580,-8032408,-6583430,-6122624,-7964052,-7702936,-6058627,-5859964,-7375774,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6650760,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661556,-5464170,-6322053,-7111309,-7572114,-7702942,-6978706,-6583692,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751232,-3487027,-2366996,-328194,-65537,-131073,2
255,'2018/11/21 10:37:21:282',6,-4803664,-7042435,-8553865,-3882043,-65794,-1,-1,-1,-2963260,-8558755,-9871268,-14149872,-10340313,-12768985,-9810617,-6650494,-1382425,-2304301,-7046290,-7704219,-14213604,-13494258,-10275548,-12574694,-10933728,-11788773,-10996948,-10731978,-9084840,-8032668,-9016735,-14214635,-11784156,-10404047,-8827332,-9418438,-10339797,-10405589,-8295580,-8032408,-6583430,-6122625,-7964052,-7768472,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6651017,-7177358,-7176339,-6386312,-6056833,-5793660,-5662071,-5661812,-5464170,-6387589,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200488,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-65537,2
256,'2018/11/21 10:37:21:315',6,-4803664,-7042435,-8553865,-3882043,-65794,-1,-1,-1,-2963260,-8558755,-9871268,-14149872,-10340313,-12768985,-9810617,-6650494,-1382425,-2304301,-7046290,-7704219,-14213604,-13494258,-10275548,-12574694,-10933728,-11788773,-10996948,-10731978,-9084840,-8032668,-9016735,-14214635,-11784156,-10404047,-8827332,-9418438,-10339797,-10405589,-8295580,-8032408,-6583430,-6122625,-7964052,-7768472,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6651017,-7177358,-7176339,-6386312,-6056833,-5793660,-5662071,-5661812,-5464170,-6387589,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200488,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751488,-3487027,-2366997,-328194,-65537,-65537,2
257,'2018/11/21 10:37:21:349',6,-4738128,-7042435,-8553865,-3882043,-65794,-1,-1,-1,-2963260,-8558755,-9871268,-14149872,-10340313,-12768985,-9810617,-6650494,-1316888,-2304301,-7111826,-7704219,-14213604,-13494258,-10275548,-12574694,-10933727,-11788773,-10996948,-10731978,-9084840,-8032668,-9016991,-14214635,-11784156,-10404047,-8827332,-9352902,-10339797,-10405589,-8295580,-8032408,-6583430,-6122625,-7964052,-7768728,-6058627,-5860220,-7375775,-7506841,-7045515,-7440272,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-5991297,-5793660,-5662072,-5661812,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6386055,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949901,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
258,'2018/11/21 10:37:21:383',6,-4803664,-7042435,-8553865,-3881787,-65794,-1,-1,-1,-2963260,-8558755,-9871268,-14149871,-10340314,-12703193,-9810617,-6650494,-1316888,-2304301,-7111826,-7704219,-14213604,-13494258,-10275548,-12574694,-10933727,-11788773,-10996948,-10731978,-9084840,-8032668,-9016991,-14214635,-11784156,-10404047,-8827332,-9352902,-10339797,-10405589,-8295580,-8032408,-6583430,-6122625,-7964308,-7768728,-6058627,-5860220,-7375774,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-5991297,-5793659,-5662071,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6385799,-6122882,-5990780,-6252917,-5793910,-6387330,-6782601,-5529968,-5398125,-5266538,-5200488,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949900,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65537,2
259,'2018/11/21 10:37:21:415',6,-4738128,-7042435,-8553865,-3816251,-65794,-1,-1,-1,-2963260,-8558755,-9871268,-14149871,-10340313,-12703449,-9810617,-6650494,-1316632,-2304301,-7111826,-7704219,-14213605,-13494258,-10275548,-12574694,-10933727,-11789029,-11062483,-10731978,-9084840,-8032668,-9016992,-14214635,-11784156,-10404048,-8827332,-9418439,-10339797,-10340053,-8295581,-8032408,-6583430,-6122625,-7964308,-7768728,-6058627,-5860219,-7375775,-7506841,-7045515,-7374736,-6846860,-6057089,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661557,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6320263,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949900,-3883591,-3751232,-3421491,-2366996,-327938,-65537,-65537,2
260,'2018/11/21 10:37:21:449',6,-4738128,-7042435,-8553865,-3816251,-65794,-1,-1,-1,-2963004,-8558755,-9805732,-14149871,-10340313,-12703193,-9810617,-6650494,-1316632,-2304300,-7046290,-7704219,-14213604,-13494258,-10275548,-12574694,-10933984,-11789029,-10996947,-10731977,-9084840,-8032668,-9016992,-14214635,-11784156,-10404047,-8827332,-9418439,-10339797,-10340053,-8295581,-8032408,-6583430,-6122881,-8029844,-7768728,-6058627,-5860219,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751232,-3421491,-2366996,-327938,-65537,-65537,2
261,'2018/11/21 10:37:21:481',6,-4738128,-7042435,-8553864,-3816251,-65794,-1,-1,-1,-2963004,-8558755,-9805732,-14149871,-10340313,-12703448,-9810616,-6650494,-1316632,-2304300,-7111826,-7704219,-14213604,-13494258,-10275548,-12574694,-10933983,-11789029,-10996948,-10731978,-9084840,-8032668,-9016992,-14214635,-11784156,-10469583,-8827332,-9418438,-10339797,-10405589,-8295581,-8032408,-6583430,-6122881,-8029844,-7768728,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386313,-6057089,-5793659,-5662072,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6252917,-5793910,-6387330,-6717066,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-3949900,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65537,2
262,'2018/11/21 10:37:21:516',6,-4738128,-7042435,-8553864,-3816251,-65794,-1,-1,-1,-2963004,-8558755,-9805731,-14149871,-10340313,-12703448,-9810616,-6584958,-1316632,-2304301,-7111826,-7704219,-14213604,-13494514,-10275548,-12574694,-10933984,-11789029,-10996948,-10666442,-9084840,-8032668,-9016992,-14214636,-11784156,-10469583,-8827332,-9352902,-10339797,-10405589,-8295581,-8032408,-6583430,-6122881,-8029844,-7768728,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6913170,-6583691,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015436,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65537,2
263,'2018/11/21 10:37:21:548',6,-4738127,-7042435,-8553864,-3816251,-65794,-1,-1,-1,-2963004,-8558755,-9805731,-14149871,-10340313,-12703449,-9810616,-6584957,-1316632,-2304300,-7111826,-7704219,-14213604,-13494514,-10275547,-12574694,-10933984,-11789029,-10996948,-10731978,-9085096,-8032668,-9016991,-14214635,-11784156,-10469584,-8827332,-9418438,-10339797,-10405589,-8295580,-8032408,-6583430,-6122880,-8029844,-7768728,-6058627,-5860220,-7375775,-7506841,-7045515,-7374737,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6585224,-6716809,-7177358,-7176339,-6386312,-6056833,-5793660,-5662071,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6913170,-6583692,-6320518,-6122882,-5990780,-6252917,-5793910,-6387330,-6782601,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
264,'2018/11/21 10:37:21:582',6,-4738128,-7042435,-8553864,-3816251,-65794,-1,-1,-1,-2963004,-8558755,-9805476,-14149871,-10340313,-12703448,-9810616,-6650493,-1316632,-2304300,-7111826,-7704219,-14213604,-13494514,-10275548,-12574694,-10933984,-11789029,-10996948,-10731978,-9085096,-8032668,-9016991,-14214636,-11784156,-10469840,-8827332,-9418438,-10339797,-10405589,-8295837,-8097944,-6583430,-6122880,-8029844,-7768728,-6058883,-5860219,-7375774,-7506841,-7045515,-7440273,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794165,-6650760,-6716809,-7177358,-7176083,-6386312,-6056833,-5793659,-5662071,-5661556,-5464170,-6322053,-7111565,-7572114,-7702941,-6913170,-6583692,-6320518,-6122882,-5990780,-6252917,-5728374,-6387330,-6782601,-5529968,-5398125,-5266538,-5200487,-5068386,-4804696,-4277578,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65793,2
